Cliente_Comprou_o_Titulo?,Idade,Profissao,Estado_Civil,Formacao,Cliente_Devedor?,Saldo_Conta_Corrente,Tem_Hipoteca?,Tem_Emprestimo?,Qte_de_Ligacoes_Feitas
Sim,41,Empresário,Casado,Ensino Médio,Não,30,Não,Não,1
Sim,41,Administrador,Casado,Ensino Médio,Não,3138,Não,Não,1
Não,41,Serviços Gerais,Casado,Fundamental,Não,450,Sim,Não,2
Sim,41,Administrador,Casado,Ensino Superior,Não,1,Sim,Não,2
Sim,41,Diarista,Casado,Ensino Médio,Não,879,Não,Não,2
Sim,41,Desempregado,Solteiro,Fundamental,Não,216,Não,Não,3
Não,41,Técnico,Solteiro,Fundamental,Não,340,Sim,Não,1
Sim,41,Administrador,Casado,Fundamental,Não,5310,Sim,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,1954,Não,Não,1
Sim,41,Operário,Casado,Ensino Médio,Não,2039,Sim,Não,1
Não,41,Técnico,Casado,Desconhecido,Não,30,Sim,Não,1
Sim,41,Operário,Casado,Fundamental,Não,2453,Sim,Não,1
Não,41,Administrador,Casado,Ensino Superior,Não,653,Sim,Não,2
Sim,41,Desempregado,Casado,Ensino Médio,Não,1077,Sim,Sim,3
Não,41,Administrador,Divorciado,Ensino Médio,Não,1967,Sim,Não,1
Sim,41,Operário,Casado,Fundamental,Não,143,Sim,Sim,2
Sim,41,Administrador,Casado,Ensino Superior,Não,27696,Não,Não,2
Sim,41,Técnico,Casado,Ensino Superior,Não,515,Não,Não,2
Não,41,Operário,Casado,Ensino Médio,Não,598,Sim,Não,3
Não,41,Diarista,Casado,Fundamental,Não,46,Não,Não,1
Não,41,Diarista,Casado,Fundamental,Não,39,Não,Não,4
Não,41,Operário,Solteiro,Fundamental,Não,22,Sim,Não,1
Não,41,Operário,Casado,Fundamental,Não,449,Sim,Não,6
Não,41,Operário,Casado,Ensino Médio,Não,1459,Não,Não,1
Não,41,Empresário,Casado,Ensino Superior,Não,121,Sim,Não,1
Não,41,Administrador,Casado,Ensino Superior,Não,2781,Sim,Não,2
Não,41,Técnico,Casado,Ensino Médio,Não,1043,Sim,Sim,1
Não,41,Administrador,Solteiro,Ensino Médio,Não,882,Sim,Sim,2
Sim,41,Operário,Solteiro,Fundamental,Não,1618,Sim,Não,1
Não,41,Autônomo,Casado,Ensino Médio,Não,20,Não,Não,1
Não,41,Administrador,Casado,Ensino Superior,Não,141,Sim,Sim,3
Sim,41,Administrador,Divorciado,Ensino Médio,Não,6046,Sim,Sim,6
Sim,41,Empresário,Casado,Ensino Médio,Não,707,Não,Não,1
Sim,41,Administrador,Solteiro,Ensino Médio,Não,812,Não,Sim,4
Não,41,Administrador,Casado,Ensino Médio,Não,280,Sim,Não,1
Sim,41,Operário,Casado,Ensino Médio,Não,1384,Sim,Não,4
Não,41,Técnico,Casado,Ensino Médio,Não,2490,Sim,Não,2
Não,41,Técnico,Solteiro,Desconhecido,Não,356,Sim,Não,2
Não,41,Operário,Casado,Ensino Médio,Não,641,Sim,Não,1
Sim,41,Operário,Casado,Fundamental,Não,246,Não,Não,3
Sim,41,Operário,Solteiro,Ensino Médio,Sim,1085,Sim,Sim,1
Sim,41,Técnico,Casado,Ensino Médio,Não,965,Não,Não,10
Não,41,Diarista,Casado,Fundamental,Não,365,Não,Não,5
Sim,41,Desconhecido,Solteiro,Desconhecido,Não,942,Não,Não,1
Não,41,Administrador,Divorciado,Ensino Médio,Não,322,Sim,Não,4
Sim,41,Autônomo,Casado,Ensino Superior,Não,231,Não,Não,2
Sim,41,Técnico,Casado,Ensino Superior,Não,231,Não,Não,2
Não,41,Técnico,Casado,Ensino Médio,Não,978,Não,Não,2
Sim,41,Desempregado,Solteiro,Ensino Superior,Não,79,Não,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,356,Sim,Não,5
Sim,41,Administrador,Solteiro,Ensino Médio,Não,1020,Sim,Não,1
Não,41,Serviços Gerais,Casado,Ensino Médio,Não,2085,Sim,Não,4
Não,41,Serviços Gerais,Casado,Ensino Médio,Não,1319,Sim,Não,1
Não,41,Administrador,Divorciado,Ensino Superior,Não,1401,Não,Não,4
Não,41,Autônomo,Divorciado,Ensino Superior,Não,4418,Sim,Não,3
Não,41,Administrador,Casado,Ensino Médio,Não,3096,Sim,Não,6
Não,41,Técnico,Casado,Ensino Médio,Não,862,Não,Não,2
Sim,41,Administrador,Casado,Ensino Superior,Não,1536,Não,Não,1
Sim,41,Administrador,Divorciado,Ensino Superior,Não,5037,Não,Não,9
Não,41,Técnico,Solteiro,Ensino Médio,Não,30,Não,Não,1
Não,41,Operário,Casado,Ensino Médio,Não,213,Sim,Não,2
Não,41,Técnico,Casado,Ensino Médio,Não,128,Sim,Não,2
Sim,41,Serviços Gerais,Casado,Ensino Médio,Não,471,Sim,Não,2
Sim,41,Operário,Casado,Ensino Médio,Não,2823,Sim,Não,1
Não,41,Técnico,Casado,Ensino Médio,Não,1788,Não,Não,1
Sim,41,Técnico,Casado,Ensino Médio,Não,1819,Não,Não,1
Sim,41,Técnico,Casado,Ensino Superior,Não,1517,Não,Não,3
Sim,41,Serviços Gerais,Casado,Desconhecido,Não,1538,Não,Não,2
Sim,41,Operário,Casado,Ensino Médio,Sim,720,Não,Sim,1
Não,41,Autônomo,Casado,Ensino Médio,Não,305,Sim,Não,2
Sim,41,Operário,Casado,Ensino Médio,Não,580,Sim,Não,1
Não,41,Autônomo,Casado,Desconhecido,Não,1377,Sim,Não,4
Não,41,Técnico,Divorciado,Ensino Médio,Não,1545,Não,Sim,2
Não,41,Técnico,Casado,Ensino Médio,Não,335,Não,Não,3
Sim,41,Técnico,Casado,Ensino Superior,Não,67,Sim,Não,1
Não,41,Administrador,Divorciado,Ensino Superior,Não,236,Não,Não,2
Sim,41,Administrador,Divorciado,Ensino Superior,Não,3426,Não,Não,2
Não,41,Técnico,Casado,Ensino Médio,Não,871,Sim,Não,1
Não,41,Serviços Gerais,Casado,Ensino Médio,Não,3992,Sim,Não,2
Sim,41,Operário,Casado,Ensino Médio,Não,1236,Sim,Não,3
Não,41,Serviços Gerais,Casado,Ensino Médio,Não,804,Sim,Não,8
Sim,41,Serviços Gerais,Casado,Ensino Médio,Não,803,Sim,Não,4
Não,41,Operário,Solteiro,Ensino Médio,Não,3851,Não,Não,1
Não,41,Operário,Divorciado,Ensino Médio,Não,3,Sim,Não,4
Não,41,Operário,Casado,Ensino Médio,Não,140,Sim,Não,2
Não,41,Administrador,Casado,Ensino Superior,Não,1897,Sim,Não,3
Sim,41,Administrador,Casado,Ensino Superior,Não,27696,Não,Não,2
Sim,41,Autônomo,Casado,Ensino Médio,Não,323,Sim,Não,2
Sim,41,Administrador,Divorciado,Ensino Médio,Não,6046,Sim,Sim,2
Sim,41,Serviços Gerais,Divorciado,Ensino Médio,Não,840,Sim,Não,1
Não,41,Administrador,Casado,Ensino Superior,Não,223,Sim,Não,1
Não,41,Operário,Solteiro,Ensino Médio,Não,925,Sim,Não,1
Sim,41,Administrador,Casado,Ensino Médio,Não,456,Sim,Não,4
Sim,41,Administrador,Casado,Ensino Superior,Não,1468,Sim,Não,3
Não,41,Administrador,Solteiro,Ensino Médio,Não,224,Sim,Não,8
Não,41,Empresário,Casado,Ensino Médio,Não,353,Não,Não,2
Sim,41,Técnico,Casado,Ensino Médio,Não,501,Sim,Não,5
Não,41,Operário,Casado,Ensino Médio,Não,923,Sim,Não,2
Não,41,Serviços Gerais,Divorciado,Ensino Médio,Não,727,Sim,Não,1
Não,41,Desempregado,Divorciado,Ensino Médio,Não,271,Sim,Não,2
Não,41,Desconhecido,Casado,Desconhecido,Não,779,Não,Não,10
Não,41,Empresário,Divorciado,Ensino Médio,Não,1588,Sim,Sim,8
Não,41,Técnico,Casado,Ensino Médio,Não,2990,Sim,Não,3
Sim,41,Técnico,Solteiro,Ensino Superior,Não,431,Não,Não,1
Não,42,Serviços Gerais,Casado,Ensino Médio,Não,154,Sim,Não,5
Não,42,Operário,Casado,Fundamental,Não,260,Sim,Não,2
Não,42,Desempregado,Divorciado,Ensino Médio,Não,759,Não,Não,1
Sim,42,Administrador,Casado,Ensino Superior,Não,3713,Não,Não,2
Sim,42,Operário,Casado,Fundamental,Não,2103,Sim,Não,2
Sim,42,Administrador,Casado,Ensino Superior,Não,294,Não,Não,1
Sim,42,Operário,Casado,Ensino Médio,Não,443,Sim,Não,5
Não,42,Administrador,Solteiro,Ensino Médio,Não,243,Sim,Não,5
Não,42,Técnico,Divorciado,Ensino Superior,Não,802,Não,Não,2
Não,42,Administrador,Casado,Ensino Superior,Não,223,Não,Não,6
Sim,42,Operário,Casado,Ensino Médio,Não,366,Sim,Não,1
Não,42,Técnico,Casado,Ensino Médio,Não,27,Não,Não,4
Não,42,Administrador,Casado,Fundamental,Não,860,Sim,Não,3
Não,42,Empresário,Casado,Ensino Médio,Não,169,Sim,Não,4
Não,42,Administrador,Divorciado,Ensino Superior,Não,1064,Não,Não,2
Sim,42,Administrador,Casado,Ensino Superior,Não,2665,Sim,Não,2
Sim,42,Empresário,Divorciado,Ensino Médio,Não,335,Sim,Não,1
Não,42,Diarista,Solteiro,Ensino Médio,Não,578,Não,Não,1
Sim,42,Administrador,Casado,Ensino Superior,Não,27696,Não,Não,1
Sim,42,Serviços Gerais,Casado,Ensino Superior,Não,4216,Não,Não,2
Não,42,Operário,Casado,Fundamental,Não,784,Não,Não,3
Sim,42,Técnico,Solteiro,Ensino Médio,Não,1364,Sim,Não,6
Sim,42,Técnico,Divorciado,Ensino Médio,Não,214,Não,Não,1
Não,42,Serviços Gerais,Casado,Ensino Médio,Não,508,Sim,Não,1
Não,42,Administrador,Solteiro,Ensino Médio,Não,30,Sim,Não,1
Sim,42,Técnico,Solteiro,Desconhecido,Não,11115,Não,Não,1
Sim,42,Operário,Casado,Ensino Médio,Não,413,Sim,Não,2
Não,42,Técnico,Solteiro,Ensino Superior,Não,35,Sim,Sim,1
Sim,42,Operário,Casado,Fundamental,Não,201,Sim,Não,1
Não,42,Serviços Gerais,Casado,Ensino Médio,Não,108,Sim,Sim,2
Não,42,Empresário,Casado,Ensino Médio,Não,324,Sim,Não,3
Não,42,Técnico,Solteiro,Ensino Médio,Não,2036,Sim,Não,2
Sim,42,Administrador,Divorciado,Ensino Médio,Não,283,Sim,Não,1
Não,42,Técnico,Divorciado,Ensino Médio,Não,1689,Sim,Não,2
Não,42,Operário,Casado,Fundamental,Não,170,Sim,Não,41
Não,42,Operário,Solteiro,Fundamental,Não,156,Sim,Não,4
Não,42,Administrador,Casado,Ensino Superior,Não,24780,Não,Não,2
Não,42,Administrador,Casado,Fundamental,Não,1547,Sim,Sim,3
Não,42,Administrador,Casado,Ensino Superior,Não,687,Não,Não,2
Não,42,Operário,Casado,Ensino Médio,Não,429,Sim,Não,1
Não,42,Operário,Casado,Ensino Médio,Não,1297,Sim,Não,2
Não,42,Serviços Gerais,Solteiro,Desconhecido,Não,974,Não,Não,2
Sim,42,Administrador,Divorciado,Ensino Médio,Não,936,Não,Não,1
Sim,42,Técnico,Casado,Ensino Médio,Não,994,Sim,Não,3
Sim,42,Desempregado,Casado,Ensino Superior,Não,576,Não,Não,1
Sim,42,Serviços Gerais,Divorciado,Ensino Médio,Não,257,Sim,Não,2
Não,42,Administrador,Casado,Ensino Médio,Não,580,Não,Não,2
Não,42,Administrador,Solteiro,Ensino Médio,Não,1143,Sim,Sim,1
Não,42,Operário,Casado,Ensino Médio,Não,1468,Sim,Não,1
Não,42,Técnico,Casado,Ensino Superior,Não,1079,Não,Não,2
Sim,42,Administrador,Divorciado,Ensino Médio,Não,527,Não,Sim,1
Não,42,Operário,Casado,Fundamental,Não,250,Sim,Não,16
Não,42,Serviços Gerais,Casado,Ensino Médio,Não,115,Sim,Sim,1
Sim,42,Operário,Casado,Fundamental,Não,1673,Sim,Não,3
Não,42,Desconhecido,Solteiro,Desconhecido,Sim,61,Não,Não,1
Sim,42,Técnico,Casado,Ensino Superior,Não,921,Não,Não,3
Não,42,Desconhecido,Casado,Desconhecido,Não,222,Não,Não,16
Não,42,Administrador,Casado,Ensino Superior,Não,2110,Não,Sim,2
Não,42,Operário,Casado,Ensino Médio,Não,790,Sim,Não,2
Não,42,Operário,Casado,Fundamental,Não,7735,Sim,Não,1
Não,42,Diarista,Solteiro,Fundamental,Não,5774,Sim,Não,2
Sim,42,Operário,Solteiro,Fundamental,Não,1628,Sim,Não,8
Não,42,Técnico,Casado,Ensino Superior,Não,13410,Não,Sim,2
Não,42,Diarista,Casado,Fundamental,Não,1371,Não,Não,8
Não,42,Administrador,Divorciado,Ensino Superior,Não,461,Sim,Não,1
Não,42,Serviços Gerais,Casado,Ensino Médio,Não,1301,Sim,Não,6
Não,42,Administrador,Casado,Ensino Superior,Não,199,Sim,Não,1
Não,42,Administrador,Casado,Ensino Superior,Não,478,Não,Sim,1
Não,42,Administrador,Divorciado,Ensino Superior,Não,742,Sim,Não,3
Não,42,Administrador,Casado,Ensino Médio,Não,329,Não,Não,3
Não,42,Desempregado,Divorciado,Ensino Médio,Não,325,Sim,Não,4
Não,42,Operário,Casado,Ensino Médio,Não,634,Sim,Não,2
Não,42,Serviços Gerais,Solteiro,Desconhecido,Não,410,Não,Não,2
Sim,42,Técnico,Solteiro,Ensino Médio,Não,541,Sim,Não,1
Não,42,Serviços Gerais,Casado,Ensino Médio,Não,737,Sim,Não,2
Não,42,Diarista,Divorciado,Ensino Médio,Não,1406,Sim,Não,1
Sim,42,Administrador,Divorciado,Ensino Médio,Não,527,Não,Sim,1
Não,42,Técnico,Casado,Ensino Médio,Não,994,Sim,Não,5
Não,42,Operário,Casado,Ensino Médio,Não,349,Sim,Não,2
Sim,42,Operário,Casado,Fundamental,Não,201,Sim,Não,1
Sim,42,Administrador,Casado,Fundamental,Não,5310,Sim,Não,2
Sim,42,Administrador,Divorciado,Ensino Superior,Não,1243,Não,Não,4
Não,42,Administrador,Casado,Ensino Superior,Não,441,Não,Não,9
Não,42,Técnico,Solteiro,Ensino Médio,Não,275,Não,Não,8
Sim,42,Administrador,Casado,Ensino Superior,Não,36,Não,Não,3
Não,42,Técnico,Casado,Ensino Médio,Não,1865,Sim,Não,1
Sim,42,Operário,Casado,Ensino Médio,Não,413,Sim,Não,2
Não,42,Autônomo,Casado,Ensino Médio,Não,240,Sim,Não,1
Não,42,Administrador,Casado,Ensino Superior,Não,1272,Sim,Não,1
Não,42,Técnico,Casado,Ensino Médio,Não,89,Sim,Não,1
Não,42,Operário,Solteiro,Fundamental,Não,92,Não,Não,2
Sim,42,Serviços Gerais,Casado,Ensino Médio,Não,3465,Sim,Sim,2
Não,42,Administrador,Casado,Ensino Superior,Não,9916,Sim,Não,1
Sim,42,Desempregado,Casado,Desconhecido,Não,970,Sim,Não,10
Não,42,Operário,Casado,Desconhecido,Não,149,Sim,Não,3
Sim,42,Serviços Gerais,Casado,Ensino Médio,Não,1376,Sim,Não,4
Não,42,Operário,Casado,Ensino Médio,Não,351,Sim,Não,21
Sim,42,Técnico,Casado,Ensino Superior,Não,757,Não,Não,1
Sim,42,Empresário,Casado,Ensino Superior,Não,5345,Não,Não,3
Não,42,Técnico,Casado,Ensino Médio,Não,9324,Não,Não,4
Não,42,Administrador,Casado,Ensino Médio,Não,437,Sim,Não,3
Sim,42,Técnico,Casado,Ensino Superior,Não,757,Não,Não,1
Não,42,Técnico,Casado,Ensino Médio,Não,4466,Não,Não,2
Sim,42,Serviços Gerais,Casado,Ensino Médio,Não,774,Não,Não,1
Não,42,Administrador,Casado,Ensino Superior,Não,1823,Sim,Não,1
Sim,42,Técnico,Solteiro,Desconhecido,Não,11115,Não,Não,1
Sim,42,Técnico,Divorciado,Ensino Médio,Não,19,Não,Não,4
Não,42,Operário,Casado,Ensino Médio,Não,490,Sim,Não,2
Sim,42,Administrador,Casado,Desconhecido,Não,1519,Não,Não,1
Não,42,Operário,Casado,Fundamental,Não,2003,Sim,Não,3
Não,42,Técnico,Casado,Ensino Médio,Não,473,Sim,Não,5
Não,42,Operário,Casado,Fundamental,Não,704,Sim,Sim,10
Sim,42,Operário,Solteiro,Fundamental,Não,4930,Não,Não,1
Sim,42,Administrador,Casado,Ensino Superior,Não,6060,Sim,Não,1
Sim,42,Administrador,Casado,Ensino Superior,Não,144,Não,Não,1
Não,42,Técnico,Divorciado,Ensino Médio,Não,248,Não,Não,4
Sim,42,Técnico,Casado,Ensino Médio,Não,3082,Não,Não,1
Sim,42,Desconhecido,Solteiro,Desconhecido,Não,942,Não,Não,1
Não,42,Administrador,Solteiro,Ensino Superior,Não,1146,Sim,Não,2
Não,42,Operário,Casado,Ensino Médio,Não,160,Sim,Sim,1
Não,42,Serviços Gerais,Divorciado,Ensino Médio,Não,444,Não,Não,1
Não,42,Operário,Casado,Ensino Médio,Não,414,Sim,Não,3
Não,42,Técnico,Divorciado,Ensino Médio,Não,305,Sim,Não,4
Sim,42,Serviços Gerais,Solteiro,Ensino Médio,Não,3403,Sim,Não,1
Sim,42,Administrador,Casado,Ensino Superior,Não,4,Sim,Não,2
Sim,42,Desempregado,Casado,Ensino Médio,Não,1289,Não,Não,4
Não,42,Serviços Gerais,Casado,Desconhecido,Não,1340,Não,Sim,5
Sim,42,Serviços Gerais,Casado,Ensino Médio,Não,146,Sim,Sim,4
Não,42,Diarista,Casado,Fundamental,Não,4279,Sim,Não,1
Não,42,Serviços Gerais,Casado,Ensino Médio,Não,1165,Sim,Não,6
Não,42,Técnico,Casado,Ensino Superior,Não,1189,Não,Não,3
Sim,42,Operário,Solteiro,Ensino Médio,Não,625,Não,Não,3
Sim,42,Administrador,Casado,Desconhecido,Não,1519,Não,Não,1
Sim,42,Administrador,Solteiro,Ensino Médio,Não,684,Não,Não,1
Não,42,Diarista,Casado,Fundamental,Sim,16,Não,Não,1
Sim,42,Desempregado,Casado,Desconhecido,Não,190,Não,Não,2
Não,42,Administrador,Casado,Ensino Médio,Não,445,Sim,Não,2
Não,42,Técnico,Solteiro,Ensino Médio,Não,823,Sim,Não,1
Sim,42,Técnico,Casado,Ensino Médio,Não,994,Sim,Não,1
Não,42,Administrador,Casado,Ensino Médio,Não,12,Sim,Não,4
Não,42,Administrador,Casado,Ensino Médio,Não,281,Sim,Não,1
Sim,42,Técnico,Casado,Desconhecido,Não,1559,Não,Não,1
Não,42,Administrador,Casado,Ensino Superior,Não,783,Sim,Não,2
Não,42,Operário,Solteiro,Ensino Médio,Não,419,Não,Não,3
Não,42,Serviços Gerais,Casado,Fundamental,Não,473,Sim,Não,1
Não,42,Operário,Casado,Desconhecido,Não,452,Sim,Não,2
Não,42,Empresário,Casado,Ensino Superior,Não,233,Não,Não,1
Não,42,Operário,Casado,Fundamental,Não,205,Sim,Não,1
Não,42,Administrador,Solteiro,Desconhecido,Não,22,Não,Não,3
Sim,42,Empresário,Casado,Ensino Médio,Não,2959,Sim,Não,1
Sim,42,Autônomo,Casado,Ensino Médio,Não,1216,Sim,Não,1
Não,42,Operário,Casado,Ensino Médio,Não,3,Sim,Não,1
Sim,42,Operário,Divorciado,Fundamental,Não,213,Sim,Não,3
Sim,42,Desempregado,Divorciado,Ensino Médio,Não,1713,Sim,Não,2
Não,42,Diarista,Divorciado,Ensino Médio,Não,314,Não,Não,2
Não,42,Operário,Divorciado,Fundamental,Não,419,Sim,Sim,4
Sim,42,Administrador,Casado,Ensino Superior,Não,1205,Não,Não,2
Sim,42,Serviços Gerais,Casado,Ensino Médio,Não,1376,Sim,Não,2
Não,42,Técnico,Casado,Ensino Médio,Não,1812,Sim,Não,2
Sim,42,Administrador,Divorciado,Ensino Médio,Não,2129,Não,Não,1
Não,42,Empresário,Solteiro,Fundamental,Não,103,Sim,Não,5
Não,42,Administrador,Casado,Ensino Médio,Não,1018,Não,Não,2
Não,42,Operário,Casado,Fundamental,Não,1556,Não,Sim,1
Não,42,Técnico,Casado,Ensino Superior,Não,446,Não,Não,3
Não,42,Serviços Gerais,Casado,Ensino Superior,Não,12223,Sim,Não,1
Sim,42,Administrador,Casado,Ensino Superior,Não,254,Não,Não,7
Não,42,Administrador,Casado,Ensino Médio,Não,1133,Sim,Não,4
Não,42,Autônomo,Casado,Ensino Superior,Não,1932,Sim,Não,32
Não,42,Administrador,Solteiro,Ensino Médio,Não,1022,Sim,Não,2
Não,42,Técnico,Solteiro,Ensino Médio,Não,49,Não,Não,10
Sim,42,Operário,Casado,Ensino Médio,Não,2913,Não,Não,1
Não,42,Administrador,Casado,Ensino Médio,Não,214,Sim,Não,24
Não,42,Operário,Casado,Fundamental,Não,402,Não,Não,7
Sim,42,Administrador,Casado,Ensino Superior,Não,372,Sim,Não,3
Sim,42,Administrador,Solteiro,Ensino Médio,Não,1451,Sim,Não,4
Sim,42,Administrador,Casado,Ensino Superior,Não,2816,Não,Não,2
Não,42,Operário,Casado,Ensino Médio,Não,165,Sim,Não,2
Não,42,Administrador,Casado,Ensino Médio,Não,6445,Sim,Não,8
Sim,42,Administrador,Casado,Ensino Médio,Não,105,Não,Não,4
Sim,42,Técnico,Divorciado,Ensino Superior,Não,2611,Sim,Não,1
Sim,42,Desempregado,Casado,Ensino Superior,Não,576,Não,Não,2
Não,42,Administrador,Casado,Ensino Superior,Não,877,Sim,Não,1
Sim,42,Administrador,Solteiro,Ensino Superior,Não,7560,Não,Não,1
Sim,42,Empresário,Casado,Desconhecido,Não,206,Sim,Não,2
Não,42,Operário,Casado,Ensino Médio,Não,681,Sim,Não,1
Não,42,Administrador,Casado,Ensino Superior,Não,72,Sim,Não,2
Não,42,Empresário,Casado,Ensino Médio,Não,46,Não,Não,1
Sim,42,Administrador,Divorciado,Ensino Médio,Não,241,Sim,Não,3
Não,42,Diarista,Casado,Desconhecido,Não,302,Sim,Não,2
Sim,42,Administrador,Casado,Ensino Superior,Não,1275,Sim,Sim,5
Não,42,Operário,Casado,Ensino Médio,Não,879,Sim,Não,1
Não,42,Operário,Casado,Ensino Médio,Não,273,Não,Não,1
Não,42,Operário,Casado,Ensino Médio,Não,3,Sim,Não,1
Não,42,Administrador,Casado,Ensino Médio,Não,534,Sim,Não,2
Não,42,Administrador,Casado,Ensino Superior,Não,559,Não,Não,1
Não,42,Empresário,Casado,Ensino Médio,Não,1002,Não,Não,3
Sim,42,Desempregado,Casado,Ensino Médio,Não,356,Sim,Não,3
Sim,42,Operário,Casado,Fundamental,Não,1461,Sim,Não,2
Não,42,Serviços Gerais,Solteiro,Ensino Médio,Não,247,Sim,Não,2
Não,42,Operário,Casado,Fundamental,Não,803,Sim,Não,2
Não,42,Autônomo,Casado,Fundamental,Não,3717,Não,Não,1
Sim,42,Técnico,Casado,Ensino Médio,Não,4945,Sim,Não,2
Sim,42,Serviços Gerais,Solteiro,Ensino Superior,Não,94,Sim,Não,2
Sim,42,Técnico,Casado,Ensino Médio,Não,994,Sim,Não,1
Não,42,Técnico,Casado,Ensino Médio,Não,827,Não,Não,3
Sim,42,Operário,Divorciado,Fundamental,Não,301,Sim,Não,2
Sim,42,Operário,Casado,Fundamental,Não,807,Sim,Não,1
Não,42,Técnico,Casado,Ensino Médio,Não,314,Não,Não,22
Sim,42,Administrador,Casado,Ensino Superior,Não,4,Sim,Não,1
Sim,42,Administrador,Casado,Ensino Superior,Não,372,Sim,Não,2
Não,42,Administrador,Divorciado,Ensino Superior,Não,266,Não,Sim,1
Não,42,Serviços Gerais,Divorciado,Ensino Médio,Não,466,Não,Não,1
Não,42,Empresário,Casado,Fundamental,Não,558,Sim,Não,2
Sim,42,Técnico,Divorciado,Ensino Médio,Não,314,Sim,Não,1
Não,42,Técnico,Casado,Ensino Médio,Não,1013,Não,Sim,8
Sim,42,Operário,Casado,Ensino Médio,Não,1598,Sim,Sim,2
Sim,42,Administrador,Casado,Ensino Superior,Não,976,Não,Não,1
Não,42,Operário,Casado,Ensino Médio,Não,1958,Sim,Não,3
Sim,42,Administrador,Casado,Ensino Superior,Não,27696,Não,Não,2
Sim,42,Operário,Solteiro,Ensino Médio,Não,1080,Sim,Sim,3
Não,42,Administrador,Solteiro,Ensino Médio,Não,4253,Sim,Não,1
Sim,42,Técnico,Casado,Ensino Superior,Não,14282,Sim,Não,4
Sim,42,Administrador,Casado,Ensino Superior,Não,1435,Sim,Não,1
Sim,42,Técnico,Solteiro,Ensino Superior,Não,2625,Não,Não,2
Não,42,Operário,Casado,Ensino Médio,Não,108,Sim,Não,21
Não,42,Administrador,Casado,Ensino Superior,Não,386,Sim,Não,1
Não,42,Administrador,Solteiro,Ensino Superior,Não,4264,Sim,Não,1
Sim,42,Administrador,Divorciado,Ensino Médio,Não,153,Sim,Não,1
Não,42,Operário,Casado,Desconhecido,Não,1154,Sim,Não,2
Não,42,Técnico,Casado,Ensino Médio,Não,2,Não,Não,2
Não,42,Administrador,Casado,Ensino Superior,Não,187,Não,Não,1
Sim,42,Administrador,Casado,Ensino Superior,Não,2187,Sim,Não,3
Não,42,Serviços Gerais,Divorciado,Ensino Médio,Não,83,Não,Não,5
